Global Rank;Institution;Country;Sector;Best Country Quartile,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3770,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3771,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3772,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3773,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3774,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3775,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3776,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3777,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3778,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3779,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3780,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3781,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3782,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3783,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3784,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3785,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3786,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3787,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3788,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3789,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3790,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3791,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3792,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3793,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3794,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3795,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3796,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3797, Prishtina;XKX;Universities;1,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3798,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3799,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3800,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3801,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3802,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3803,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3804,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3805,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3806,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3807,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3808,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3809,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3810,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3811,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3812,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3813,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3814,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3815,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3816,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3817,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3818,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3819,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3820,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3821,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3822,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3823, Bangalore;IND;Universities;3,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3824,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3825,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3826,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3827,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3828,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3829,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3830,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3831,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3832,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3833,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3834,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3835,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3836, Isfahan Khorasgan Branch;IRN;Universities;2,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3837,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3838,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3839,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3840, Calidad y Tecnologia;BRA;Government;2,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3841,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3842,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3843,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3844,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3845,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3846,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3847,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3848,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3849, Oshkosh;USA;Universities;3,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3850,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3851,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3852,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3853, Minna;NGA;Universities;3,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3854,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3855,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3856,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3857,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3858,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3859,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3860,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3861,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3862,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3863,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3864,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3865,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3866,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3867, d’Epidemiologie Clinique et de Toxicologie;LBN;Health;1,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3868, Science and Technology;CHN;Universities;3,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3869,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3870,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3871,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3872,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3873,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3874,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3875,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3876,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3877,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3878,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3879,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3880,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3881,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3882,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3883,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3884,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3885,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3886,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3887,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3888,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3889,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3890,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3891,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3892,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3893,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3894,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3895,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3896,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3897,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3898, Chandigarh;IND;Universities;3,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3899,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3900,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3901,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3902,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3903,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3904,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3905,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3906,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3907,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3908,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3909,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3910,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3911,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3912,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3913,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3914,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3915,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3916,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3917,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3918,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3919,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3920,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3921,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3922,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3923,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3924, Yazd;IRN;Universities;1,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3925,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3926,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3927,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3928,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3929,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3930,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3931,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3932,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3933,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3934,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3935,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3936,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3937,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3938,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3939,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3940,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3941,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3942,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3943,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3944,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3945,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3946,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3947,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3948,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3949,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3950,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3951,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3952,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3953,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3954,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3955,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3956, China;CHN;Companies;3,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3957,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3958,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3959,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3960,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3961,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3962,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3963,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3964,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3965,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3966,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3967,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3968,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3969,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3970,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3971,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3972,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3973, Vinnytsya;UKR;Universities;2,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3974,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3975,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3976,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3977,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3978,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3979,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3980,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3981,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3982,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3983,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3984,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3985,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3986,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3987,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3988,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3989,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3990,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3991,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3992,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3993,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3994, Ahvaz Branch;IRN;Universities;1,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3995,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3996,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3997,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3998,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;3999,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;4000,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;4001,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;4002,,,,
